Row,SectorANZSIC,Sector,SectorGroup,Fuel,FuelGroup,Technology,TechnologyGroup,EndUse,EndUseGroup,Transport,Period,PeriodEndDate,TJ
672,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Non-Dairy Agriculture,"Agriculture, Forestry and Fishing",Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,352.126164
673,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,1247.725378
674,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Refrigeration Systems,Heat/Cooling Devices,Refrigeration,Heating/Cooling,Non-Transport,2021,31/12/2021,1160.145468
675,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,1244.313103
676,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2021,31/12/2021,1416.628707
677,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Irrigation,Electronics and Lights,Irrigation,Electronics and Lighting,Non-Transport,2021,31/12/2021,1639.558817
678,A016,Dairy Cattle Farming,"Agriculture, Forestry and Fishing",Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,54.59484
679,B,Mining,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,1391.785145
680,B,Mining,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2021,31/12/2021,27.729828
681,B,Mining,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,114.290666
682,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,197.001984
683,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2021,31/12/2021,6.63573
684,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,42.004066
685,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,87.756835
686,C13,"Textile, Leather, Clothing and Footwear Manufacturing",Industrial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,32.409681
687,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,798.607024
688,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2021,31/12/2021,8.083801
689,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,4.896092
690,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Electricity,Electricity,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,181.880755
691,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,686.356512
692,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2021,31/12/2021,16.471578
693,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,67.417121
694,C25,Furniture and Other Manufacturing,Industrial,Electricity,Electricity,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,43.903795
695,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,161.770691
696,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Heat Pump (for Cooling),Heat/Cooling Devices,Space Cooling,Heating/Cooling,Non-Transport,2021,31/12/2021,654.947883
697,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,374.054581
698,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2021,31/12/2021,1234.980649
699,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,1658.799809
700,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,505.101379
701,"K, L, M, N72","Financing, Insurance, Real Estate and Business Services",Commercial,Electricity,Electricity,Resistance Heater,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,436.635515
702,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Electric Motor,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,26.598657
703,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Electronics,Electronics and Lights,Electronics and Other Electrical Uses,Electronics and Lighting,Non-Transport,2021,31/12/2021,2.959457
704,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,"Pump Systems (for Fluids, etc.)",Stationary Motors,Pumping,Stationary Motive Power,Non-Transport,2021,31/12/2021,26.598657
705,N73,"Building Cleaning, Pest Control and Other Support Services",Commercial,Electricity,Electricity,Lights,Electronics and Lights,Lighting,Electronics and Lighting,Non-Transport,2021,31/12/2021,2.686566
706,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2021,31/12/2021,5.604531
707,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,0.97327
708,E,Construction,Industrial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2021,31/12/2021,19.690891
709,E,Construction,Industrial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,0.599653
710,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2021,31/12/2021,3.301062
711,P80,"Education and Training: Pre-School, Primary and Secondary",Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,3.301062
712,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Internal Combustion Engine (Land Transport),Mobile Motors,"Motive Power, Mobile",Mobile Motive Power,Non-Transport,2021,31/12/2021,3.301062
713,P81-P82,Education and Training: Tertiary Education and Other Education,Commercial,Petrol,Fossil Fuels,Stationary Engine,Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,3.301062
714,C113,Dairy Product Manufacturing,Industrial,Fuel Oil,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,0.825632
715,C21,Primary Metal and Metal Product Manufacturing,Industrial,Fuel Oil,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,61.198387
716,C14,Wood Product Manufacturing,Industrial,Geothermal,Renewables,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,516.194165
717,A03,Forestry and Logging,"Agriculture, Forestry and Fishing",Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,0.470237
718,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,5263.476965
719,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,2779.526097
720,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,147.782195
721,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,265.004904
722,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Reformer,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,16549.46591
723,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,"Pump Systems (for Fluids, etc.)",Stationary Motors,"Motive Power, Stationary",Stationary Motive Power,Non-Transport,2021,31/12/2021,955.875957
724,C17-C19,"Petroleum, Basic Chemical and Rubber Product Manufacturing",Industrial,Natural Gas,Fossil Fuels,Heat Pump (for Heating),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,17.274508
725,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,1613.23074
726,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,28.489104
727,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,143.289877
728,C20,Non-Metallic Mineral Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,334.348258
729,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,Iron and Steel Manufacturing,Iron and Steel,Non-Transport,2021,31/12/2021,257.012177
730,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Furnace/Kiln,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,696.186886
731,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Industrial Ovens,Heat/Cooling Devices,"High Temperature Heat (>300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,108.441428
732,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Intermediate Heat (100-300 C), Process Requirements",Heating/Cooling,Non-Transport,2021,31/12/2021,20.194618
733,C21,Primary Metal and Metal Product Manufacturing,Industrial,Natural Gas,Fossil Fuels,Boiler Systems,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,3.650803
734,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Natural Gas,Fossil Fuels,Hot Water Cylinder,Heat/Cooling Devices,"Low Temperature Heat (<100 C), Water Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,159.113932
735,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Wholesale and Retail Trade - Non Food,Commercial,Natural Gas,Fossil Fuels,Burner (Direct Heat),Heat/Cooling Devices,"Low Temperature Heat (<100 C), Space Heating",Heating/Cooling,Non-Transport,2021,31/12/2021,361.632795
